Name,Type,Total,Within,Sewer,Septic,Othersys,Withslab,Withoutslab,NSopen,NShuman,NSanimal,Without,Public,Open
District - Nabarangapur,Total,"273,663","25,523","1,702","15,137","1,421","1,385","4,572",874,215,217,"248,140","4,349","243,791"
District - Nabarangapur,Rural,"253,461","14,740",623,"6,726","1,114","1,006","4,228",756,186,101,"238,721","3,819","234,902"
District - Nabarangapur,Urban,"20,202","10,783","1,079","8,411",307,379,344,118,29,116,"9,419",530,"8,889"
District - Koraput,Total,"338,205","58,682","11,313","36,555","4,727","2,469","1,941",768,199,710,"279,523","4,332","275,191"
District - Koraput,Rural,"283,522","23,180","2,823","12,175","3,936","1,565","1,821",393,110,357,"260,342","3,804","256,538"
District - Koraput,Urban,"54,683","35,502","8,490","24,380",791,904,120,375,89,353,"19,181",528,"18,653"
District - Malkangiri,Total,"137,450","12,839","1,034","9,529",630,556,588,122,290,90,"124,611","1,768","122,843"
District - Malkangiri,Rural,"126,306","7,528",376,"5,229",545,382,520,104,290,82,"118,778","1,693","117,085"
District - Malkangiri,Urban,"11,144","5,311",658,"4,300",85,174,68,18,0,8,"5,833",75,"5,758"
STATE - ODISHA,Total,"9,661,085","2,129,296","245,165","1,315,150","150,103","203,893","133,700","30,567","26,496","24,222","7,531,789","132,398","7,399,391"
STATE - ODISHA,Rural,"8,144,012","1,146,552","71,241","631,754","115,270","157,159","117,062","17,691","18,949","17,426","6,997,460","101,308","6,896,152"
STATE - ODISHA,Urban,"1,517,073","982,744","173,924","683,396","34,833","46,734","16,638","12,876","7,547","6,796","534,329","31,090","503,239"
District - Bargarh,Total,"373,391","60,231","4,096","40,278","4,404","4,951","4,052","1,027",855,568,"313,160","3,265","309,895"
District - Bargarh,Rural,"339,364","41,802","2,782","25,649","3,767","3,802","3,872",831,709,390,"297,562","2,860","294,702"
District - Bargarh,Urban,"34,027","18,429","1,314","14,629",637,"1,149",180,196,146,178,"15,598",405,"15,193"
District - Jharsuguda,Total,"134,624","35,184","4,812","27,454",967,826,427,506,61,131,"99,440","1,396","98,044"
District - Jharsuguda,Rural,"83,664","7,852",628,"6,075",408,200,299,154,0,88,"75,812",749,"75,063"
District - Jharsuguda,Urban,"50,960","27,332","4,184","21,379",559,626,128,352,61,43,"23,628",647,"22,981"
District - Sambalpur,Total,"248,829","56,878","6,591","43,719","2,325","1,931",950,728,264,370,"191,951","3,360","188,591"
District - Sambalpur,Rural,"178,958","15,326","1,029","11,282",909,954,597,145,206,204,"163,632","1,506","162,126"
District - Sambalpur,Urban,"69,871","41,552","5,562","32,437","1,416",977,353,583,58,166,"28,319","1,854","26,465"
District - Debagarh,Total,"75,942","6,971",541,"4,881",529,474,204,113,39,190,"68,971",454,"68,517"
District - Debagarh,Rural,"70,511","4,186",329,"2,766",405,194,172,101,39,180,"66,325",262,"66,063"
District - Debagarh,Urban,"5,431","2,785",212,"2,115",124,280,32,12,0,10,"2,646",192,"2,454"
District - Sundargarh,Total,"473,293","132,466","37,706","80,908","3,887","3,830","1,976","1,682",665,"1,812","340,827","8,499","332,328"
District - Sundargarh,Rural,"310,762","26,001","2,570","17,308","1,607","1,666","1,150",886,139,675,"284,761","4,964","279,797"
District - Sundargarh,Urban,"162,531","106,465","35,136","63,600","2,280","2,164",826,796,526,"1,137","56,066","3,535","52,531"
District - Kendujhar,Total,"406,629","61,402","5,856","39,320","3,680","5,948","4,019",600,"1,363",616,"345,227","4,014","341,213"
District - Kendujhar,Rural,"349,736","32,526","2,728","17,271","2,735","4,381","3,548",507,"1,012",344,"317,210","3,293","313,917"
District - Kendujhar,Urban,"56,893","28,876","3,128","22,049",945,"1,567",471,93,351,272,"28,017",721,"27,296"
District - Mayurbhanj,Total,"587,648","109,355","5,502","49,929","11,441","23,678","14,821",877,"1,798","1,309","478,293","6,914","471,379"
District - Mayurbhanj,Rural,"544,764","81,889","4,587","28,160","10,487","20,828","14,124",826,"1,613","1,264","462,875","6,412","456,463"
District - Mayurbhanj,Urban,"42,884","27,466",915,"21,769",954,"2,850",697,51,185,45,"15,418",502,"14,916"
District - Baleshwar,Total,"529,407","145,565","8,620","55,326","17,154","30,822","27,589","1,840","2,528","1,686","383,842","8,692","375,150"
District - Baleshwar,Rural,"473,512","107,566","5,006","29,880","14,968","27,135","25,303","1,557","2,117","1,600","365,946","7,800","358,146"
District - Baleshwar,Urban,"55,895","37,999","3,614","25,446","2,186","3,687","2,286",283,411,86,"17,896",892,"17,004"
District - Bhadrak,Total,"309,527","62,233","4,575","32,569","6,325","7,819","6,343","1,007","2,315","1,280","247,294","6,399","240,895"
District - Bhadrak,Rural,"274,191","43,944","3,242","20,117","5,327","6,639","5,159",693,"1,627","1,140","230,247","5,765","224,482"
District - Bhadrak,Urban,"35,336","18,289","1,333","12,452",998,"1,180","1,184",314,688,140,"17,047",634,"16,413"
District - Kendrapara,Total,"327,405","58,387","4,264","37,721","3,817","6,399","2,521",647,"1,648","1,370","269,018","4,186","264,832"
District - Kendrapara,Rural,"311,465","49,170","3,536","30,203","3,514","5,986","2,378",617,"1,579","1,357","262,295","3,926","258,369"
District - Kendrapara,Urban,"15,940","9,217",728,"7,518",303,413,143,30,69,13,"6,723",260,"6,463"
District - Jagatsinghapur,Total,"265,588","65,115","2,911","49,033","3,164","6,027","1,808",635,838,699,"200,473","4,145","196,328"
District - Jagatsinghapur,Rural,"237,411","52,480","2,380","38,151","2,940","5,696","1,653",491,508,661,"184,931","1,727","183,204"
District - Jagatsinghapur,Urban,"28,177","12,635",531,"10,882",224,331,155,144,330,38,"15,542","2,418","13,124"
District - Cuttack,Total,"566,831","205,665","27,219","143,958","8,388","14,647","3,910","2,442","3,177","1,924","361,166","8,947","352,219"
District - Cuttack,Rural,"425,082","95,094","4,988","64,569","6,413","11,037","3,277","1,296","2,366","1,148","329,988","3,811","326,177"
District - Cuttack,Urban,"141,749","110,571","22,231","79,389","1,975","3,610",633,"1,146",811,776,"31,178","5,136","26,042"
District - Jajapur,Total,"407,572","93,204","3,099","60,980","7,484","11,417","7,030","1,009",930,"1,255","314,368","6,771","307,597"
District - Jajapur,Rural,"378,135","75,193","2,516","46,997","6,602","10,139","6,065",952,733,"1,189","302,942","6,298","296,644"
District - Jajapur,Urban,"29,437","18,011",583,"13,983",882,"1,278",965,57,197,66,"11,426",473,"10,953"
District - Dhenkanal,Total,"278,370","51,080","2,603","30,134","4,784","8,335","3,044",262,"1,156",762,"227,290","2,887","224,403"
District - Dhenkanal,Rural,"253,118","35,980","1,851","18,487","4,282","6,914","2,830",253,860,503,"217,138","2,595","214,543"
District - Dhenkanal,Urban,"25,252","15,100",752,"11,647",502,"1,421",214,9,296,259,"10,152",292,"9,860"
District - Anugul,Total,"295,922","71,436","11,473","41,430","5,402","7,101","3,224",610,"1,520",676,"224,486","4,003","220,483"
District - Anugul,Rural,"249,585","41,774","3,960","22,690","4,283","5,886","2,912",482,"1,052",509,"207,811","3,494","204,317"
District - Anugul,Urban,"46,337","29,662","7,513","18,740","1,119","1,215",312,128,468,167,"16,675",509,"16,166"
District - Nayagarh,Total,"230,968","43,798","2,228","26,895","3,974","4,878","4,127",457,725,514,"187,170","2,575","184,595"
District - Nayagarh,Rural,"213,265","33,917","1,752","19,526","3,447","4,046","3,581",394,678,493,"179,348","2,341","177,007"
District - Nayagarh,Urban,"17,703","9,881",476,"7,369",527,832,546,63,47,21,"7,822",234,"7,588"
District - Khordha,Total,"489,636","230,413","58,675","133,168","12,612","14,618","4,723","2,878","2,218","1,521","259,223","8,585","250,638"
District - Khordha,Rural,"247,940","45,385","3,627","29,744","3,384","4,770","2,064",538,531,727,"202,555","3,081","199,474"
District - Khordha,Urban,"241,696","185,028","55,048","103,424","9,228","9,848","2,659","2,340","1,687",794,"56,668","5,504","51,164"
District - Puri,Total,"369,482","87,997","4,066","63,773","4,875","9,723","3,298",868,586,808,"281,485","4,919","276,566"
District - Puri,Rural,"317,002","49,504","2,799","31,560","3,856","6,923","2,638",579,437,712,"267,498","3,574","263,924"
District - Puri,Urban,"52,480","38,493","1,267","32,213","1,019","2,800",660,289,149,96,"13,987","1,345","12,642"
District - Ganjam,Total,"756,894","215,821","18,650","142,357","17,371","18,542","8,801","6,770","1,202","2,128","541,073","11,313","529,760"
District - Ganjam,Rural,"602,216","114,865","8,389","67,655","13,351","14,123","7,442","1,876",796,"1,233","487,351","8,681","478,670"
District - Ganjam,Urban,"154,678","100,956","10,261","74,702","4,020","4,419","1,359","4,894",406,895,"53,722","2,632","51,090"
District - Gajapati,Total,"128,818","23,322","1,261","14,929","1,940","2,498","2,222",142,44,286,"105,496","1,577","103,919"
District - Gajapati,Rural,"112,872","14,279",826,"7,442","1,649","1,891","2,055",121,27,268,"98,593","1,488","97,105"
District - Gajapati,Urban,"15,946","9,043",435,"7,487",291,607,167,21,17,18,"6,903",89,"6,814"
District - Kandhamal,Total,"172,004","19,176",998,"12,751","1,652","1,609","1,573",310,145,138,"152,828","1,915","150,913"
District - Kandhamal,Rural,"155,335","9,751",470,"5,617","1,144",898,"1,097",277,116,132,"145,584","1,741","143,843"
District - Kandhamal,Urban,"16,669","9,425",528,"7,134",508,711,476,33,29,6,"7,244",174,"7,070"
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
District - Subarnapur,Total,"152,454","15,651",820,"11,461","1,112","1,073",602,220,44,319,"136,803","2,209","134,594"
District - Subarnapur,Rural,"140,714","11,074",576,"7,578",938,958,554,199,44,227,"129,640","2,088","127,552"
District - Subarnapur,Urban,"11,740","4,577",244,"3,883",174,115,48,21,0,92,"7,163",121,"7,042"
District - Balangir,Total,"432,081","65,156","5,034","41,607","4,640","4,215","7,205","1,024",543,888,"366,925","5,674","361,251"
District - Balangir,Rural,"387,345","39,149","2,468","20,869","3,713","3,436","6,756",876,432,599,"348,196","4,994","343,202"
District - Balangir,Urban,"44,736","26,007","2,566","20,738",927,779,449,148,111,289,"18,729",680,"18,049"
District - Nuapada,Total,"159,947","23,219","1,035","11,539","4,599",945,"4,516",189,123,273,"136,728","1,295","135,433"
District - Nuapada,Rural,"151,921","19,333",820,"8,236","4,400",890,"4,485",176,123,203,"132,588","1,251","131,337"
District - Nuapada,Urban,"8,026","3,886",215,"3,303",199,55,31,13,0,70,"4,140",44,"4,096"
District - Kalahandi,Total,"404,814","47,442","3,695","28,058","3,720","4,794","4,512","1,060",744,859,"357,372","3,107","354,265"
District - Kalahandi,Rural,"377,001","31,078","2,081","17,558","2,835","2,913","3,814",813,483,581,"345,923","2,959","342,964"
District - Kalahandi,Urban,"27,813","16,364","1,614","10,500",885,"1,881",698,247,261,278,"11,449",148,"11,301"
District - Rayagada,Total,"225,964","33,500","3,861","23,691","2,112","1,247","1,451",415,111,612,"192,464","3,349","189,115"
District - Rayagada,Rural,"191,615","12,703",832,"7,760","1,413",872,"1,055",351,58,362,"178,912","2,975","175,937"
District - Rayagada,Urban,"34,349","20,797","3,029","15,931",699,375,396,64,53,250,"13,552",374,"13,178"
District - Nabarangapur,Total,"273,663","25,523","1,702","15,137","1,421","1,385","4,572",874,215,217,"248,140","4,349","243,791"
District - Nabarangapur,Rural,"253,461","14,740",623,"6,726","1,114","1,006","4,228",756,186,101,"238,721","3,819","234,902"
District - Nabarangapur,Urban,"20,202","10,783","1,079","8,411",307,379,344,118,29,116,"9,419",530,"8,889"
District - Koraput,Total,"338,205","58,682","11,313","36,555","4,727","2,469","1,941",768,199,710,"279,523","4,332","275,191"
District - Koraput,Rural,"283,522","23,180","2,823","12,175","3,936","1,565","1,821",393,110,357,"260,342","3,804","256,538"
District - Koraput,Urban,"54,683","35,502","8,490","24,380",791,904,120,375,89,353,"19,181",528,"18,653"
District - Malkangiri,Total,"137,450","12,839","1,034","9,529",630,556,588,122,290,90,"124,611","1,768","122,843"
District - Malkangiri,Rural,"126,306","7,528",376,"5,229",545,382,520,104,290,82,"118,778","1,693","117,085"
District - Malkangiri,Urban,"11,144","5,311",658,"4,300",85,174,68,18,0,8,"5,833",75,"5,758"
STATE - PUNJAB,Total,"5,409,699","4,289,132","1,531,120","1,497,771","178,623","867,372","173,047","28,274","3,465","9,460","1,120,567","67,322","1,053,245"
STATE - PUNJAB,Rural,"3,315,632","2,333,985","196,238","1,080,343","138,182","745,028","153,136","11,563","2,625","6,870","981,647","49,779","931,868"
STATE - PUNJAB,Urban,"2,094,067","1,955,147","1,334,882","417,428","40,441","122,344","19,911","16,711",840,"2,590","138,920","17,543","121,377"
District - Gurdaspur,Total,"431,212","258,924","77,682","138,093","6,987","27,791","1,436","4,875",488,"1,572","172,288","5,062","167,226"
District - Gurdaspur,Rural,"309,898","155,114","18,971","101,703","5,724","24,393","1,196","1,312",416,"1,399","154,784","4,302","150,482"
District - Gurdaspur,Urban,"121,314","103,810","58,711","36,390","1,263","3,398",240,"3,563",72,173,"17,504",760,"16,744"
District - Kapurthala,Total,"165,336","137,713","50,243","64,854","2,893","18,377",664,583,19,80,"27,623","1,251","26,372"
District - Kapurthala,Rural,"106,870","82,685","9,521","54,077","2,370","15,656",619,382,19,41,"24,185",656,"23,529"
District - Kapurthala,Urban,"58,466","55,028","40,722","10,777",523,"2,721",45,201,0,39,"3,438",595,"2,843"
District - Jalandhar,Total,"454,073","392,909","198,222","147,683","8,133","34,301","2,417","1,385",383,385,"61,164","2,764","58,400"
District - Jalandhar,Rural,"213,390","162,223","16,559","107,741","6,061","29,085","1,850",490,147,290,"51,167","1,147","50,020"
District - Jalandhar,Urban,"240,683","230,686","181,663","39,942","2,072","5,216",567,895,236,95,"9,997","1,617","8,380"
District - Hoshiarpur,Total,"329,694","210,621","49,793","129,251","4,006","25,099",719,633,171,949,"119,073","2,286","116,787"
District - Hoshiarpur,Rural,"258,523","147,357","10,008","108,730","3,513","23,174",595,361,124,852,"111,166","1,637","109,529"
District - Hoshiarpur,Urban,"71,171","63,264","39,785","20,521",493,"1,925",124,272,47,97,"7,907",649,"7,258"
District - Shahid Bhagat Singh Nagar,Total,"128,634","90,711","16,407","60,294","2,605","10,532",359,289,0,225,"37,923","1,072","36,851"
District - Shahid Bhagat Singh Nagar,Rural,"102,297","68,308","5,465","50,944","2,147","9,052",243,238,0,219,"33,989",932,"33,057"
District - Shahid Bhagat Singh Nagar,Urban,"26,337","22,403","10,942","9,350",458,"1,480",116,51,0,6,"3,934",140,"3,794"
District - Fatehgarh Sahib,Total,"115,753","99,858","23,300","54,588","4,257","16,185",804,603,54,67,"15,895",997,"14,898"
District - Fatehgarh Sahib,Rural,"77,684","64,123","4,723","40,618","3,385","14,379",686,230,43,59,"13,561",690,"12,871"
District - Fatehgarh Sahib,Urban,"38,069","35,735","18,577","13,970",872,"1,806",118,373,11,8,"2,334",307,"2,027"
District - Ludhiana,Total,"716,104","667,902","340,743","189,172","23,996","98,457","11,360","2,601",472,"1,101","48,202","6,732","41,470"
District - Ludhiana,Rural,"278,323","243,564","20,148","126,404","13,660","72,841","8,845","1,227",156,283,"34,759","2,207","32,552"
District - Ludhiana,Urban,"437,781","424,338","320,595","62,768","10,336","25,616","2,515","1,374",316,818,"13,443","4,525","8,918"
District - Moga,Total,"191,228","167,596","40,592","50,757","14,816","46,949","13,225",770,171,316,"23,632","1,558","22,074"
District - Moga,Rural,"145,530","124,316","14,704","40,439","12,740","43,006","12,459",614,79,275,"21,214","1,375","19,839"
District - Moga,Urban,"45,698","43,280","25,888","10,318","2,076","3,943",766,156,92,41,"2,418",183,"2,235"
District - Firozpur,Total,"374,167","274,015","72,937","73,910","18,247","84,652","19,177","4,163",473,456,"100,152","4,456","95,696"
District - Firozpur,Rural,"271,536","180,933","10,933","56,355","15,297","78,491","17,928","1,049",459,421,"90,603","3,315","87,288"
District - Firozpur,Urban,"102,631","93,082","62,004","17,555","2,950","6,161","1,249","3,114",14,35,"9,549","1,141","8,408"
District - Muktsar,Total,"172,792","133,635","36,984","28,403","5,073","44,498","18,210",320,75,72,"39,157","1,316","37,841"
District - Muktsar,Rural,"122,957","88,889","4,920","22,008","4,217","40,660","16,746",205,75,58,"34,068","1,015","33,053"
District - Muktsar,Urban,"49,835","44,746","32,064","6,395",856,"3,838","1,464",115,0,14,"5,089",301,"4,788"
District - Faridkot,Total,"118,193","99,988","20,514","36,703","4,118","30,576","7,038",873,60,106,"18,205",923,"17,282"
District - Faridkot,Rural,"76,262","61,057","3,651","20,097","3,215","27,652","6,097",189,60,96,"15,205",717,"14,488"
District - Faridkot,Urban,"41,931","38,931","16,863","16,606",903,"2,924",941,684,0,10,"3,000",206,"2,794"
District - Bathinda,Total,"266,035","232,629","60,616","30,153","10,046","88,274","42,621",545,75,299,"33,406","7,215","26,191"
District - Bathinda,Rural,"170,853","144,022","7,468","14,396","7,468","76,206","37,917",363,75,129,"26,831","5,827","21,004"
District - Bathinda,Urban,"95,182","88,607","53,148","15,757","2,578","12,068","4,704",182,0,170,"6,575","1,388","5,187"
District - Mansa,Total,"147,127","99,571","13,932","22,735","7,363","37,662","16,796",502,290,291,"47,556","6,427","41,129"
District - Mansa,Rural,"115,334","72,554","3,733","12,253","6,357","34,188","15,232",322,290,179,"42,780","6,197","36,583"
